departamento;provincia;distrito;ubigeo;capital_legal;categoría;altitud;población;latitud;longitud
Lambayeque;Ferreñafe;Pueblo Nuevo;140206;Pueblo Nuevo;Pueblo;45.006;16272;-6.64027778;-79.79611111
Lambayeque;Lambayeque;Lambayeque;140301;Lambayeque;Ciudad;24.294;88933;-6.70694444;-79.89527778
Lambayeque;Lambayeque;Chochope;140302;Chochope;Pueblo;197.8;1757;-6.15777778;-79.64777778
Lambayeque;Lambayeque;Illimo;140303;Illimo;Pueblo;60.2;9728;-6.47388889;-79.85472222
Lambayeque;Lambayeque;Jayanca;140304;Jayanca;Ciudad;66.5;21260;-6.39277778;-79.82277778
Lambayeque;Lambayeque;Mochumi;140305;Mochumi;Pueblo;39.8;21625;-6.54777778;-79.865
Lambayeque;Lambayeque;Mórrope;140306;Mórrope;Pueblo;5.183;60153;-6.54027778;-80.01555556
Lambayeque;Lambayeque;Motupe;140307;Motupe;Ciudad;139.5;37788;-6.15083333;-79.71416667
Lambayeque;Lambayeque;Olmos;140308;Olmos;Ciudad;191.98;59666;-5.98777778;-79.7475
Lambayeque;Lambayeque;Pacora;140309;Pacora;Pueblo;68.9;9915;-6.42861111;-79.83888889
Lambayeque;Lambayeque;Salas;140310;Salas;Pueblo;173.9;13963;-6.27472222;-79.60722222
Lambayeque;Lambayeque;San José;140311;San José;Pueblo;33.4;20334;-6.76944444;-79.96805556
Lambayeque;Lambayeque;Tucume;140312;Tucume;Pueblo;60.7;26010;-6.51;-79.85916667
Lima;Lima;Lima;150101;Lima;Ciudad;162.42;265503;-12.04527778;-77.03083333
Lima;Lima;Ancón;150102;Ancón;Villa;14.078;104552;-11.77388889;-77.17638889
Lima;Lima;Ate;150103;Vitarte;Pueblo;378.4;743517;-12.02638889;-76.92138889
Lima;Lima;Barranco;150104;Barranco;Ciudad;97.27;37214;-12.14916667;-77.02166667
Lima;Lima;Breña;150105;Breña;Ciudad;152.72;97746;-12.05888889;-77.04611111
Lima;Lima;Carabayllo;150106;Carabayllo;Pueblo;237.92;458341;-11.89027778;-77.02694444
Lima;Lima;Chaclacayo;150107;Chaclacayo;Pueblo;684.68;46394;-11.97527778;-76.76888889
Lima;Lima;Chorrillos;150108;Chorrillos;Ciudad;67.64;380313;-12.17694444;-77.01638889
Lima;Lima;Cieneguilla;150109;Cieneguilla;Pueblo;286.94;41816;-12.12027778;-76.81416667
Lima;Lima;Comas;150110;La Libertad;Pueblo;107.0;600307;-11.95722222;-77.04944444
Lima;Lima;El Agustino;150111;El Agustino;Pueblo;200.0;240130;-12.04833333;-77.00055556
Lima;Lima;Independencia;150112;Independencia;Pueblo;111.05;235535;-11.99722222;-77.05472222
Lima;Lima;Jesús María;150113;Jesús María;Pueblo;142.03;86967;-12.07555556;-77.04333333
Lima;Lima;La Molina;150114;La Molina;Pueblo;262.0;170998;-12.07805556;-76.91666667
Lima;Lima;La Victoria;150115;La Victoria;Ciudad;141.5;190612;-12.065;-77.03083333
Lima;Lima;Lince;150116;Lince;Ciudad;149.8;64730;-12.08444444;-77.03027778
Lima;Lima;Los Olivos;150117;Las Palmeras;Ciudad;66.69;368511;-11.99138889;-77.07083333
Lima;Lima;Lurigancho;150118;Chosica;Pueblo;879.16;327438;-11.93583333;-76.69722222
Lima;Lima;Lurín;150119;Lurín;Pueblo;11.5;120575;-12.27472222;-76.87027778
Lima;Lima;Magdalena Del Mar;150120;Magdalena del Mar;Ciudad;90.131;71558;-12.09166667;-77.06722222
Lima;Lima;Pueblo Libre;150121;Pueblo Libre;Pueblo;114.32;102707;-12.07805556;-77.0625
Lima;Lima;Miraflores;150122;Miraflores;Ciudad;125.03;120252;-12.12166667;-77.02916667
Lima;Lima;Pachacámac;150123;Pachacámac;Pueblo;68.0;167211;-12.18722222;-76.86666667
Lima;Lima;Pucusana;150124;Pucusana;Pueblo;25.6;18906;-12.48166667;-76.7975
Lima;Lima;Puente Piedra;150125;Puente Piedra;Pueblo;187.0;435888;-11.86666667;-77.07694444
Lima;Lima;Punta Hermosa;150126;Punta Hermosa;Pueblo;51.859;25288;-12.33361111;-76.82416667
Lima;Lima;Punta Negra;150127;Punta Negra;Pueblo;42.069;9625;-12.36527778;-76.79555556
Lima;Lima;Rímac;150128;Rímac;Ciudad;153.0;186404;-12.04222222;-77.02694444
Lima;Lima;San Bartolo;150129;San Bartolo;Pueblo;25.0;10071;-12.38916667;-76.78083333
Lima;Lima;San Borja;150130;San Francisco de Borja;Ciudad;170.48;135613;-12.10722222;-76.99888889
Lima;Lima;San Isidro;150131;San Isidro;Ciudad;194.91;71527;-12.09777778;-77.02722222
Lima;Lima;San Juan de Lurigancho;150132;San Juan de Lurigancho;Ciudad;221.71;1282635;-12.02972222;-77.01
Lima;Lima;San Juan de Miraflores;150133;Ciudad de Dios;Ciudad;132.91;433709;-12.16361111;-76.96361111
Lima;Lima;San Luis;150134;San Luis;Ciudad;214.16;56875;-12.07555556;-76.99361111
Lima;Lima;San Martin de Porres;150135;Barrio Obrero Industrial;Ciudad;137.8;802774;-12.03;-77.0575
Lima;Lima;San Miguel;150136;San Miguel;Villa;84.274;189947;-12.09222222;-77.07944444
Lima;Lima;Santa Anita;150137;Santa Anita - Los Ficus;Ciudad;285.26;233865;-12.04388889;-76.97138889
Lima;Lima;Santa María del Mar;150138;Santa María del Mar;Pueblo;51.719;1314;-12.40194444;-76.77333333
Lima;Lima;Santa Rosa;150139;Santa Rosa;Pueblo;72.208;48300;-11.78722222;-77.15694444
Lima;Lima;Santiago de Surco;150140;Santiago de Surco;Pueblo;106.71;437028;-12.145;-77.005
Lima;Lima;Surquillo;150141;Surquillo;Ciudad;124.59;105004;-12.11861111;-77.02166667
Lima;Lima;Villa El Salvador;150142;Villa El Salvador;Ciudad;203.77;442292;-12.21333333;-76.93722222
Lima;Lima;Villa María Del Triunfo;150143;Villa María del Triunfo;Pueblo;209.66;462141;-12.1625;-76.94361111
Lima;Barranca;Barranca;150201;Barranca;Ciudad;74.402;78605;-10.75333333;-77.765
Lima;Barranca;Paramonga;150202;Paramonga;Villa;36.681;21310;-10.67472222;-77.81805556
Lima;Barranca;Pativilca;150203;Pativilca;Villa;95.4;18614;-10.69611111;-77.78027778
Lima;Barranca;Supe;150204;Supe;Villa;69.097;28685;-10.79611111;-77.71611111
Lima;Barranca;Supe Puerto;150205;Supe Puerto;Villa;41.163;14488;-10.80166667;-77.74472222
Lima;Cajatambo;Cajatambo;150301;Cajatambo;Ciudad;3395.8;1816;-10.47305556;-76.99305556
Lima;Cajatambo;Copa;150302;Copa;Pueblo;3433.4;801;-10.38638889;-77.07888889
Lima;Cajatambo;Gorgor;150303;Gorgor;Pueblo;3049.0;1484;-10.62111111;-77.04138889
Lima;Cajatambo;Huancapón;150304;Huancapón;Pueblo;3187.1;872;-10.54944444;-77.1125
Lima;Cajatambo;Manas;150305;Manas;Pueblo;2457.1;934;-10.59555556;-77.16722222
Lima;Canta;Canta;150401;Canta;Villa;2867.2;2186;-11.46722222;-76.62444444
Lima;Canta;Arahuay;150402;Arahuay;Pueblo;2533.2;549;-11.62138889;-76.67027778
Lima;Canta;Huamantanga;150403;Huamantanga;Villa;3413.9;596;-11.49916667;-76.74944444
Lima;Canta;Huaros;150404;Huaros;Pueblo;3614.1;731;-11.40666667;-76.57583333
Lima;Canta;Lachaqui;150405;Lachaqui;Villa;3685.5;835;-11.55305556;-76.62555556
Lima;Canta;San Buenaventura;150406;San Buenaventura;Pueblo;2743.1;619;-11.48916667;-76.66222222
Lima;Canta;Santa Rosa de Quives;150407;Yangas;Pueblo;935.9;5728;-11.69527778;-76.84611111
Lima;Cañete;San Vicente de Cañete;150501;San Vicente de Cañete;Ciudad;76.797;67627;-13.07777778;-76.38777778
Lima;Cañete;Asia;150502;Asia;Pueblo;68.7;11909;-12.77916667;-76.55666667
Lima;Cañete;Calango;150503;Calango;Pueblo;323.0;2473;-12.52638889;-76.54361111
Lima;Cañete;Cerro Azul;150504;Cerro Azul;Pueblo;16.9;10654;-13.025;-76.47888889
Lima;Cañete;Chilca;150505;Chilca;Pueblo;31.3;28336;-12.51805556;-76.73805556
Lima;Cañete;Coayllo;150506;Coayllo;Pueblo;284.8;1151;-12.72722222;-76.46027778
Lima;Cañete;Imperial;150507;Imperial;Pueblo;112.4;40656;-13.06055556;-76.35277778
Lima;Cañete;Lunahuana;150508;Lunahuana;Villa;498.2;3921;-12.97055556;-76.15111111
Lima;Cañete;Mala;150509;Mala;Pueblo;58.408;36780;-12.6575;-76.6325
Lima;Cañete;Nuevo Imperial;150510;Nuevo Imperial;Pueblo;169.1;32838;-13.07555556;-76.31666667
Lima;Cañete;Pacarán;150511;Pacarán;Pueblo;720.7;1767;-12.86611111;-76.05416667
Lima;Cañete;Quilmana;150512;Quilmana;Pueblo;184.8;17285;-12.94944444;-76.38277778
Lima;Cañete;San Antonio;150513;San Antonio;Pueblo;66.7;5049;-12.64222222;-76.64944444
Lima;Cañete;San Luis;150514;San Luis;Pueblo;35.8;13616;-13.05111111;-76.43111111
Lima;Cañete;Santa Cruz de Flores;150515;Santa Cruz de Flores;Pueblo;110.5;3465;-12.61972222;-76.63972222
Lima;Cañete;Zuñiga;150516;Zuñiga;Pueblo;826.8;1265;-12.86027778;-76.0225
Lima;Huaral;Huaral;150601;Huaral;Ciudad;194.5;114661;-11.49527778;-77.20694444
Lima;Huaral;Atavillos Alto;150602;Pirca;Villa;3292.6;622;-11.23416667;-76.65583333
Lima;Huaral;Atavillos Bajo;150603;San Agustín deHuayopampa;Villa;1885.3;756;-11.35194444;-76.82555556
Lima;Huaral;Aucallama;150604;Aucallama;Pueblo;154.2;23943;-11.55944444;-77.18
Lima;Huaral;Chancay;150605;Chancay;Pueblo;58.099;65886;-11.56305556;-77.27055556
Lima;Huaral;Ihuari;150606;Ihuari;Pueblo;2849.7;1858;-11.18861111;-76.95194444
Lima;Huaral;Lampián;150607;Lampián;Villa;2466.6;277;-11.23777778;-76.83916667
Lima;Huaral;Pacaraos;150608;Pacaraos;Villa;3348.0;1451;-11.18611111;-76.64777778
Lima;Huaral;San Miguel de Acos;150609;Acos;Villa;1590.7;610;-11.27388889;-76.82194444
Lima;Huaral;Santa Cruz de Andamarca;150610;Santa Cruz de Andamarca;Villa;3550.0;696;-11.19472222;-76.63444444
Lima;Huaral;Sumbilca;150611;Sumbilca;Villa;3395.6;641;-11.40666667;-76.81972222
Lima;Huaral;Veintisiete de Noviembre;150612;Carac;Villa;2640.1;348;-11.19222222;-76.77972222
Lima;Huarochirí;Matucana;150701;Matucana;Ciudad;2395.0;3856;-11.845;-76.38611111
Lima;Huarochirí;Antioquía;150702;Antioquía;Pueblo;1572.9;1123;-12.08083333;-76.51083333
Lima;Huarochirí;Callahuanca;150703;Callahuanca;Pueblo;1806.7;583;-11.82638889;-76.61888889
Lima;Huarochirí;Carampoma;150704;Carampoma;Villa;3459.3;291;-11.65638889;-76.51638889
Lima;Huarochirí;Chicla;150705;Chicla;Pueblo;3702.9;2609;-11.70638889;-76.26805556
Lima;Huarochirí;Cuenca;150706;San José de Los Chorrillos;Pueblo;2784.1;476;-12.13222222;-76.43527778
Lima;Huarochirí;Huachupampa;150707;San Lorenzo de Huachupampa;Pueblo;2937.5;470;-11.72111111;-76.58861111
Lima;Huarochirí;Huanza;150708;Huanza;Pueblo;3430.8;674;-11.65611111;-76.50361111
Lima;Huarochirí;Huarochirí;150709;Huarochirí;Ciudad;3170.1;1107;-12.13611111;-76.23194444
Lima;Huarochirí;Lahuaytambo;150710;Lahuaytambo;Pueblo;3361.9;513;-12.09638889;-76.38888889
Lima;Huarochirí;Langa;150711;Langa;Pueblo;2888.6;752;-12.12555556;-76.42111111
Lima;Huarochirí;San Pedro de Laraos;150712;Laraos;Pueblo;3683.3;498;-11.66444444;-76.53944444
Lima;Huarochirí;Mariatana;150713;Mariatana;Pueblo;3560.8;1352;-12.23722222;-76.32611111
Lima;Huarochirí;Ricardo Palma;150714;Ricardo Palma;Villa;974.7;6792;-11.92361111;-76.665
Lima;Huarochirí;San Andrés de Tupicocha;150715;San Andrés de Tupicocha;Pueblo;3321.0;1174;-12.00222222;-76.47472222
Lima;Huarochirí;San Antonio;150716;Chaclla;Pueblo;3455.5;6141;-11.74361111;-76.65
Lima;Huarochirí;San Bartolomé;150717;San Bartolomé;Pueblo;1644.2;986;-11.91194444;-76.52916667
Lima;Huarochirí;San Damian;150718;San Damián;Pueblo;3252.1;1026;-12.01777778;-76.39194444
Lima;Huarochirí;San Juan de Iris;150719;San Juan de Iris;Pueblo;3435.8;606;-11.68305556;-76.525
Lima;Huarochirí;San Juan de Tantaranche;150720;San Juan de Tantaranche;Pueblo;3436.4;314;-12.11361111;-76.1825
Lima;Huarochirí;San Lorenzo de Quinti;150721;San Lorenzo de Quinti;Villa;2682.2;1047;-12.14527778;-76.2125
Lima;Huarochirí;San Mateo;150722;San Mateo;Ciudad;3164.4;3687;-11.75916667;-76.30055556
Lima;Huarochirí;San Mateo de Otao;150723;San Juan de Lanca;Pueblo;2084.4;1200;-11.87027778;-76.54388889
Lima;Huarochirí;San Pedro de Casta;150724;San Pedro de Casta;Villa;3195.9;792;-11.75888889;-76.59638889
Lima;Huarochirí;San Pedro de Huancayre;150725;San Pedro;Pueblo;3139.5;176;-12.13138889;-76.21555556
Lima;Huarochirí;Sangallaya;150726;Sangallaya;Pueblo;2779.4;598;-12.16083333;-76.22888889
Lima;Huarochirí;Santa Cruz de Cocachacra;150727;Cocachacra;Pueblo;1440.2;2651;-11.91166667;-76.53944444
Lima;Huarochirí;Santa Eulalia;150728;Santa Eulalia;Pueblo;1048.1;13755;-11.90166667;-76.66388889
Lima;Huarochirí;Santiago de Anchucaya;150729;Santiago de Anchucaya;Pueblo;3399.8;243;-12.09555556;-76.23055556
Lima;Huarochirí;Santiago de Tuna;150730;Santiago de Tuna;Pueblo;2913.1;317;-11.98388889;-76.52527778
Lima;Huarochirí;Santo Domingo de Los Olleros;150731;Santo Domingo de Los Olleros;Pueblo;2860.5;3406;-12.21888889;-76.51416667
Lima;Huarochirí;Surco;150732;Surco;Pueblo;2049.2;1240;-11.8825;-76.43611111
Lima;Huaura;Huacho;150801;Huacho;Ciudad;46.124;78039;-11.10805556;-77.61027778
Lima;Huaura;Ambar;150802;Ambar;Pueblo;2084.0;1902;-10.75611111;-77.27194444
Lima;Huaura;Caleta de Carquín;150803;Caleta de Carquín;Pueblo;27.715;10206;-11.09166667;-77.62833333
Lima;Huaura;Checras;150804;Maray;Pueblo;3304.7;805;-10.91805556;-76.82555556
Lima;Huaura;Hualmay;150805;Hualmay;Pueblo;46.974;30341;-11.09666667;-77.61305556
Lima;Huaura;Huaura;150806;Huaura;Villa;95.961;40220;-11.06972222;-77.59916667
Lima;Huaura;Leoncio Prado;150807;Santa Cruz;Pueblo;3298.8;2007;-11.06111111;-76.93027778
Lima;Huaura;Paccho;150808;Paccho;Pueblo;3275.0;1401;-10.9575;-76.93333333
Lima;Huaura;Santa Leonor;150809;Jucul;Pueblo;3582.7;829;-10.94861111;-76.745
Lima;Huaura;Santa María;150810;Cruz Blanca;Pueblo;83.078;42130;-11.09666667;-77.595
Lima;Huaura;Sayán;150811;Sayán;Pueblo;688.9;26547;-11.13527778;-77.19361111
Lima;Huaura;Vegueta;150812;Vegueta;Villa;40.1;31159;-11.02333333;-77.64388889
Lima;Oyón;Oyón;150901;Oyón;Villa;3648.2;11799;-10.66805556;-76.77333333
Lima;Oyón;Andajes;150902;Andajes;Pueblo;3504.9;399;-10.79277778;-76.90916667
Lima;Oyón;Caujul;150903;Caujul;Pueblo;3184.8;434;-10.80583333;-76.97916667
Lima;Oyón;Cochamarca;150904;Cochamarca;Pueblo;3491.6;916;-10.86333333;-77.12888889
Lima;Oyón;Naván;150905;Naván;Pueblo;3131.1;767;-10.83777778;-77.01444444
Lima;Oyón;Pachangara;150906;Churin;Villa;2282.9;2137;-10.81111111;-76.875
Lima;Yauyos;Yauyos;151001;Yauyos;Ciudad;2895.3;1090;-12.45972222;-75.91833333
Lima;Yauyos;Alis;151002;Alis;Pueblo;3285.0;1468;-12.28111111;-75.78638889
Lima;Yauyos;Allauca;151003;Allauca;Pueblo;3150.9;903;-12.59111111;-76.03694444
Lima;Yauyos;Ayaviri;151004;Ayaviri;Pueblo;3263.0;454;-12.3825;-76.13694444
Lima;Yauyos;Azángaro;151005;Azángaro;Pueblo;3435.3;359;-13.0;-75.83722222
Lima;Yauyos;Cacra;151006;Cacra;Pueblo;2788.2;516;-12.8125;-75.78305556
Lima;Yauyos;Carania;151007;Carania;Pueblo;3846.3;128;-12.34555556;-75.86944444
Lima;Yauyos;Catahuasi;151008;Catahuasi;Pueblo;1203.0;1055;-12.79944444;-75.89138889
Lima;Yauyos;Chocos;151009;Chocos;Pueblo;2732.6;686;-12.91444444;-75.86277778
Lima;Yauyos;Cochas;151010;Cochas;Pueblo;2851.1;191;-12.29416667;-76.1575
Lima;Yauyos;Colonia;151011;Colonia;Villa;3399.4;990;-12.63388889;-75.89027778
Lima;Yauyos;Hongos;151012;Hongos;Pueblo;3215.2;288;-12.81083333;-75.76527778
Lima;Yauyos;Huampara;151013;Huampara;Pueblo;2501.0;109;-12.36027778;-76.16722222
Lima;Yauyos;Huancaya;151014;Huancaya;Pueblo;3591.1;411;-12.20333333;-75.79916667
Lima;Yauyos;Huangascar;151015;Huangascar;Pueblo;2528.7;635;-12.89944444;-75.83194444
Lima;Yauyos;Huantan;151016;Huantan;Pueblo;3314.6;959;-12.45638889;-75.81166667
Lima;Yauyos;Huañec;151017;Huañec;Ciudad;3222.4;438;-12.29388889;-76.13861111
Lima;Yauyos;Laraos;151018;Laraos;Pueblo;3492.2;426;-12.34666667;-75.78583333
Lima;Yauyos;Lincha;151019;Lincha;Pueblo;3516.3;330;-12.79972222;-75.66666667
Lima;Yauyos;Madean;151020;Madean;Pueblo;3291.8;460;-12.94444444;-75.77722222
Lima;Yauyos;Miraflores;151021;Miraflores;Pueblo;3677.1;162;-12.27444444;-75.85027778
Lima;Yauyos;Omas;151022;Omas;Villa;1572.0;611;-12.51472222;-76.28944444
Lima;Yauyos;Putinza;151023;San Lorenzo de Putinza;Villa;1985.3;546;-12.66805556;-75.94944444
Lima;Yauyos;Quinches;151024;Quinches;Ciudad;2980.7;443;-12.30777778;-76.14333333
Lima;Yauyos;Quinocay;151025;Quinocay;Pueblo;2672.0;360;-12.36222222;-76.22638889
Lima;Yauyos;San Joaquín;151026;San Joaquín;Pueblo;2959.5;131;-12.28388889;-76.14694444
Lima;Yauyos;San Pedro de Pilas;151027;San Pedro de Pilas;Pueblo;2677.6;228;-12.45444444;-76.22694444
Lima;Yauyos;Tanta;151028;Tanta;Pueblo;4293.2;511;-12.12222222;-76.01333333
Lima;Yauyos;Tauripampa;151029;Tauripampa;Pueblo;3525.5;468;-12.61722222;-76.16194444
Lima;Yauyos;Tomás;151030;Tomás;Villa;3579.9;375;-12.23777778;-75.745
Lima;Yauyos;Tupe;151031;Tupe;Pueblo;2840.6;445;-12.74111111;-75.80944444
Lima;Yauyos;Viñac;151032;Viñac;Pueblo;3315.3;1584;-12.93111111;-75.78
Lima;Yauyos;Vitis;151033;Vitis;Pueblo;3625.2;215;-12.22388889;-75.80805556
Loreto;Maynas;Iquitos;160101;Iquitos;Ciudad;106.9;165248;-3.74805556;-73.24416667
Loreto;Maynas;Alto Nanay;160102;Santa María de Nanay;Pueblo;114.8;3486;-3.88833333;-73.6975
Loreto;Maynas;Fernando Lores;160103;Tamshiyacu;Pueblo;128.7;12507;-4.00166667;-73.15694444
Loreto;Maynas;Indiana;160104;Indiana;Pueblo;98.4;11343;-3.50027778;-73.04111111
Loreto;Maynas;Las Amazonas;160105;Francisco de Orellana;Pueblo;100.0;7752;-3.42305556;-72.76444444
Loreto;Maynas;Mazan;160106;Mazan;Pueblo;106.0;14275;-3.48861111;-73.08166667
Loreto;Maynas;Napo;160107;Santa Clotilde;Pueblo;142.2;18416;-2.48916667;-73.67611111
Loreto;Maynas;Punchana;160108;Punchana;Villa;123.95;92404;-3.72861111;-73.24194444
Loreto;Maynas;Torres Causana;160110;Pantoja;Pueblo;195.7;5078;-0.97055556;-75.17416667
Loreto;Maynas;Belén;160112;Belén;Villa;115.56;71401;-3.76916667;-73.26
Loreto;Maynas;San Juan Bautista;160113;San Juan;Villa;120.1;167766;-3.77027778;-73.28027778
Loreto;Alto Amazonas;Yurimaguas;160201;Yurimaguas;Ciudad;150.14;115218;-5.88416667;-76.12805556
Loreto;Alto Amazonas;Balsapuerto;160202;Balsapuerto;Pueblo;220.22;17826;-5.83333333;-76.55972222
Loreto;Alto Amazonas;Jeberos;160205;Jeberos;Pueblo;146.1;4782;-5.29083333;-76.28333333
Loreto;Alto Amazonas;Lagunas;160206;Lagunas;Villa;118.5;13811;-5.22388889;-75.675
Loreto;Alto Amazonas;Santa Cruz;160210;Santa Cruz;Pueblo;130.6;4327;-5.51333333;-75.85888889
Loreto;Alto Amazonas;Teniente César López Rojas;160211;Shucushuyacu;Pueblo;148.9;6312;-6.02555556;-75.87416667
Loreto;Loreto;Nauta;160301;Nauta;Ciudad;126.7;34827;-4.50138889;-73.56944444
Loreto;Loreto;Parinari;160302;Parinari;Pueblo;106.0;5756;-4.63166667;-74.46305556
Loreto;Loreto;Tigre;160303;Intutu;Pueblo;131.0;7686;-3.48972222;-74.78166667
Loreto;Loreto;Trompeteros;160304;Villa Trompeteros;Pueblo;130.7;11703;-3.805;-75.06055556
Loreto;Loreto;Urarinas;160305;Concordia;Pueblo;100.4;14377;-4.5875;-74.76722222
Loreto;Mariscal Ramón Castilla;Ramón Castilla;160401;Caballococha;Ciudad;85.9;25631;-3.90611111;-70.51694444
Loreto;Mariscal Ramón Castilla;Pebas;160402;Pebas;Pueblo;117.1;12138;-3.32027778;-71.86194444
Loreto;Mariscal Ramón Castilla;Yavari;160403;Amelia;Pueblo;75.2;9808;-4.35361111;-70.04166667
Loreto;Mariscal Ramón Castilla;San Pablo;160404;San Pablo de Loreto;Pueblo;84.5;12829;-4.02027778;-71.10305556
Loreto;Requena;Requena;160501;Requena;Pueblo;116.31;28300;-5.06388889;-73.85666667
Loreto;Requena;Alto Tapiche;160502;Santa Elena;Pueblo;123.0;1493;-6.02555556;-74.09416667
Loreto;Requena;Capelo;160503;Flor de Punga;Pueblo;112.2;1950;-5.40527778;-74.15777778
Loreto;Requena;Emilio San Martín;160504;Tamanco;Pueblo;107.7;6714;-5.79361111;-74.28388889
Loreto;Requena;Maquia;160505;Santa Isabel;Pueblo;107.7;8825;-5.74972222;-74.53777778
Loreto;Requena;Puinahua;160506;Bretaña;Pueblo;112.5;4293;-5.25555556;-74.34555556
Loreto;Requena;Saquena;160507;Bagazan;Pueblo;106.2;2800;-4.725;-73.53305556
Loreto;Requena;Soplin;160508;Nueva Alejandria (Curinga);Pueblo;118.4;719;-6.00777778;-73.6925
Loreto;Requena;Tapiche;160509;Iberia;Pueblo;107.5;903;-5.69361111;-74.13777778
Loreto;Requena;Jenaro Herrera;160510;Jenaro Herrera;Villa;116.0;4992;-4.90361111;-73.67055556
Loreto;Requena;Yaquerana;160511;Angamos;Pueblo;90.4;2173;-5.14888889;-72.87527778
Loreto;Ucayali;Contamana;160601;Contamana;Ciudad;138.2;29867;-7.35055556;-75.00972222
Loreto;Ucayali;Inahuaya;160602;Inahuaya;Pueblo;140.0;1624;-7.11694444;-75.2625
Loreto;Ucayali;Padre Márquez;160603;Tiruntan;Pueblo;138.6;2858;-7.94666667;-74.84083333
Loreto;Ucayali;Pampa Hermosa;160604;Pampa Hermosa;Pueblo;110.5;5860;-7.19638889;-75.29444444
Loreto;Ucayali;Sarayacu;160605;Dos de Mayo;Pueblo;121.7;15360;-6.39305556;-75.11694444
Loreto;Ucayali;Vargas Guerra;160606;Orellana;Pueblo;129.0;7377;-6.91111111;-75.15888889
Loreto;Datem del Marañón;Barranca;160701;San Lorenzo;Ciudad;133.9;16939;-4.83111111;-76.555
Loreto;Datem del Marañón;Cahuapanas;160702;Santa Maria de Cahuapanas;Pueblo;161.5;8168;-5.24916667;-77.04138889
Loreto;Datem del Marañón;Manseriche;160703;Saramiriza;Villa;155.2;9561;-4.56361111;-77.41722222
Loreto;Datem del Marañón;Morona;160704;Puerto Alegria;Pueblo;144.3;4042;-4.32638889;-77.21611111
Loreto;Datem del Marañón;Pastaza;160705;Ullpayacu;Pueblo;137.3;6058;-4.65111111;-76.5875
Loreto;Datem del Marañón;Andoas;160706;Alianza Cristiana;Pueblo;172.0;17102;-3.47555556;-76.43361111
Loreto;Putumayo;Putumayo;160801;San Antonio del Estrecho;Villa;130.5;4513;-2.44694444;-72.66805556
Loreto;Putumayo;Rosa Panduro;160802;Santa Mercedes;Pueblo;131.8;586;-1.78861111;-73.41305556
Loreto;Putumayo;Teniente Manuel Clavero;160803;Soplin Vargas;Pueblo;185.4;2057;-0.37333333;-74.67583333
Loreto;Putumayo;Yaguas;160804;Remanso;Pueblo;94.4;1654;-2.40805556;-71.17666667
Madre de Dios;Tambopata;Tambopata;170101;Puerto Maldonado;Pueblo;204.3;116785;-12.59361111;-69.17666667
Madre de Dios;Tambopata;Inambari;170102;Mazuko;Pueblo;350.6;18646;-13.10138889;-70.37166667
Madre de Dios;Tambopata;Las Piedras;170103;Las Piedras (Planchon);Pueblo;239.3;26294;-12.27916667;-69.15027778
Madre de Dios;Tambopata;Laberinto;170104;Puerto Rosario de Laberinto;Villa;191.5;7020;-12.71722222;-69.58666667
Madre de Dios;Manu;Manu;170201;Salvación;Villa;534.6;2242;-12.83722222;-71.36527778
Madre de Dios;Manu;Fitzcarrald;170202;Boca Manu;Pueblo;282.3;1613;-12.26527778;-70.91
Madre de Dios;Manu;Madre de Dios;170203;Boca Colorado;Villa;246.3;6141;-12.61861111;-70.39416667
Madre de Dios;Manu;Huepetuhe;170204;Huepetuhe;Villa;444.3;11281;-12.99361111;-70.52722222
Madre de Dios;Tahuamanu;Iñapari;170301;Iñapari;Ciudad;238.3;3632;-10.945;-69.57666667
Madre de Dios;Tahuamanu;Iberia;170302;Iberia;Ciudad;268.4;5554;-11.41083333;-69.48694444
Madre de Dios;Tahuamanu;Tahuamanu;170303;San Lorenzo;Pueblo;260.6;3861;-11.45472222;-69.32138889
Moquegua;Mariscal Nieto;Moquegua;180101;Moquegua;Ciudad;1427.7;49643;-17.19416667;-70.93333333
Moquegua;Mariscal Nieto;Carumas;180102;Carumas;Pueblo;3053.8;2065;-16.80916667;-70.69472222
Moquegua;Mariscal Nieto;Cuchumbaya;180103;Cuchumbaya;Pueblo;3155.5;648;-16.75083333;-70.68611111
Moquegua;Mariscal Nieto;Samegua;180104;Samegua;Pueblo;1614.6;10503;-17.18222222;-70.90027778
Moquegua;Mariscal Nieto;San Cristóbal;180105;Calacoa;Pueblo;3471.7;1349;-16.73916667;-70.68333333
Moquegua;Mariscal Nieto;Torata;180106;Torata;Villa;2203.4;6658;-17.07666667;-70.84416667
Moquegua;Mariscal Nieto;San Antonio;180107;San Antonio;Ciudad;1380.0;30152;-17.20777778;-70.95036111
Moquegua;General Sánchez Cerro;Omate;180201;Omate;Villa;2168.7;2861;-16.67361111;-70.97055556
Moquegua;General Sánchez Cerro;Chojata;180202;Chojata;Pueblo;3634.3;438;-16.38833333;-70.73027778
Moquegua;General Sánchez Cerro;Coalaque;180203;Coalaque;Pueblo;2300.4;873;-16.64888889;-71.02166667
Moquegua;General Sánchez Cerro;Ichuña;180204;Ichuña;Pueblo;3794.0;2732;-16.14055556;-70.53555556
Moquegua;General Sánchez Cerro;La Capilla;180205;La Capilla;Pueblo;1816.5;374;-16.75666667;-71.17916667
